OriginalSearch,SearchCity,Location,Link,Price,Area,Bedrooms,Terrace
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Berkel en Rodenrijs,https://www.huurwoningen.nl/en/huren/berkel-en-rodenrijs/1517843/christiaan-eijkmanstraat/,1291,65,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1523420/laakweg/,1332,62,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1485658/nassaustraat/,1344,95,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rotterdam,https://www.huurwoningen.nl/en/huren/rotterdam/1524422/tamboerstraat/,1350,60,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Zoetermeer,https://www.huurwoningen.nl/en/huren/zoetermeer/1524061/nederlandlaan/,1355,76,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Zoeterwoude,https://www.huurwoningen.nl/en/huren/zoeterwoude/1520434/stadhouderslaan/,1357,78,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rijswijk,https://www.huurwoningen.nl/en/huren/rijswijk/1521338/oyevaerswey/,1360,74,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Delft,https://www.huurwoningen.nl/en/huren/delft/1521696/maria-vincentiastraat/,1370,73,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1517613/maanplein/,1384,76,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1517855/zomertalinglaan/,1395,133,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Noordwijk,https://www.huurwoningen.nl/en/huren/noordwijk-zh/1519315/kraaierslaan/,1400,52,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1520225/maanplein/,1415,81,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Bodegraven,https://www.huurwoningen.nl/en/huren/bodegraven/1491281/willem-de-zwijgerstraat/,1416,69,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Delft,https://www.huurwoningen.nl/en/huren/delft/1524553/de-groene-haven/,1420,99,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1521249/loosduinse-uitleg/,1425,89,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Capelle aan den IJssel,https://www.huurwoningen.nl/en/huren/capelle-aan-den-ijssel/1512653/wijde-wormer/,1460,107,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1494261/haven/,1500,52,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1520822/prinsegracht/,1500,63,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1523696/prinsegracht/,1500,71,1,Not present
